Combined Text,biffi,crosby,anderson_greenwood,fisher,asco,keystone,rosemount,micro_motion,pneumatic_actuator,electric_actuator,globe_valve,garlock_kit,transmitter,tyco_valve,gas chromatograph,daniel,fisher_actuator,dvc_positioner,valve_relief,ph_sensor_rosemount,temperature_detector,mr95h,groveley_detection,rosemount_0096,trex_field_communicator_375,generic_fisher,3025_actuator_spare,rosemount_manifold,fisher_spare_25032500,Prediction
"thrmowl:barstock,1-1/2in,300mm insertion thermowell: barstock,1-1/2in,300mm insertion lg,1/2in anpt,stainless steel,rosemount,class rating: class 150,flange face: raised fac                                                  e,shank style: tapered,lagging length: 80mm,grade: 316,w/ material certification/ex t e r n a l  p r e s s u r e  t e s t i n g  a n d  f u l l  p e n e t r a t i o n  w e l d ,nace standard: nace mr0175 thermowell:flg,300mm insertion lg,1-1/2in,150lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pressur                                                  e testing,nace approval & full penetration weld std emerson 0096a0300f10t080dq8r01r03r05r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,300mm insertion thermowell: barstock,1-1/2in,300mm insertion lg,1/2in npt,stainless steel,rosemount,class rating: class 150,flange face: raised face                                                  ,grade: 316,lagging length: 80mm,shank style: tapered thermowell:bar stock,300mm insertion lg,1-1/2in,class 150,rf,1-1/2in anpt,tapered,80mm lagging lg emerson 0096a0300f10t080dq8r01r05r07r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,130mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,130mm lg,ss tube,ss emerson 0065n32j0080n0130a2",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,360mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,360mm lg,ss tube,ss emerson 0065n32j0080n0360a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,380mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,380mm lg,ss tube,ss emerson 0065n32j0080n0380i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,385mm lg,stainless steel tube,stainless steel                                                  ,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,385mm lg,ss tube,ss emerson 0065n32j0080n0385a2",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,385mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,385mm lg,ss tube,ss emerson 0065n32j0080n0385a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,390mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,390mm lg,ss tube,ss emerson 0065n32j0080n0390a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,400mm lg,1/2in npt,80mm lg,rosemount,spring l                                                  oaded adapter,terminal block din 43762 detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,ss element,400mm lg,w/ no connection head,terminal blockdin 43762,1/2in spring loaded adapter,80mm lg extension emerson 0065n32j0080n0400a2",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,400mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,400mm lg,ss tube,ss emerson 0065n32j0080n0400a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,420mm lg,atex,1/2in npt,80mm lg,rosemount,spr                                                  ing loaded adapter,terminal block din 43762 detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,ss element,420mm lg,no connection head,terminal block din                                                   43762,1/2in spring loaded adapter,80mm lg extension emerson 0065n32j0080n0420a2",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,430mm lg,atex,1/2in npt,80mm lg,rosemount,spr                                                  ing loaded adapter,terminal block din 43762 detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,ss element,430mm lg,w/ no connection head,terminal blockdin 43762,1/2in spring loaded adapter,80mm lg extension emerson 0065n32j0080n0430a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,435mm lg,atex,1/2in npt,80mm lg,rosemount,spr                                                  ing loaded adapter,terminal block din 43762 detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,ss element,435mm lg,no connection head,terminal block din                                                   43762,1/2in spring loaded adapter,80mm lg extension emerson 0065n32j0080n0435a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,445mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,445mm lg,ss tube,ss emerson 0065n32j0080n0445a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,450mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,450mm lg,ss tube,ss emerson 0065n32j0080n0450i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:spring loaded adapt detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,455mm lg,atex,1/2in npt,80mm lg,rosemount,spr                                                  ing loaded adapter,terminal block din 43762 detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,ss element,455mm lg,no connection head,terminal block din                                                   43762,1/2in spring loaded adapter,80mm lg extension emerson 0065n32j0080n0455a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,460mm lg,1/2in npt,80mm lg,rosemount,spring l                                                  oaded adapter,terminal block din 43762 detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,ss element,460mm lg,no connection head,terminal block din                                                   43762,1/2in spring loaded adapter,80mm lg extension emerson 0065n32j0080n0460a2",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"sensor:pres,-25 to 25/0.5in wc,316l stai sensor: pressure,-25 to 25/0.5in wc,316l stainless steel,rosemount,w/ silicone fill,w/ stainless steel diaphragm module:sensor,silicone filled,316l ss,range 1,-25 to 25in water,w/ ss diaphragm,f/ pressure transmitter emerson 03031-1045-0012",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:diff press,-25 to 25/0.5in wc,ros sensor: differential pressure,-25 to 25/0.5in wc,rosemount,w/ hastelloy c276 diaphragm sensor,transmitter:differential,hastelloy c276,-25 to 25in h2o emerson 03031-1045-0013",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:diff press,-250 to 250/2.5in wc,3 sensor: differential pressure,-250 to 250/2.5in wc,316l stainless steel,rosemount,range 2,w/ silicone fill sensor:differential pressure,-250 to 250in h2o/2.5in h2o,316l ss,silicone fill,range 2 emerson 03031-1045-0022",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:diff press,-250 to 250/2.5in wc,h sensor: differential pressure,-250 to 250/2.5in wc,hastelloy c276,rosemount,w/ silicone fill,w/ isolating diaphragm module:sensor/differential,silicone filled,type cd/cg,range 2,0-20 to 0-620mbar,c/w hastelloy c276 isolating diaph emerson 03031-1045-0023",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:diff press,-1000 to 1000/10in wc sensor: differential pressure,-1000 to 1000/10in wc,stainless steel,rosemount,range 3,w/ 316l stainless steel diaphragm,w/ siliconef                                                  ill module:sensor,silicon filled,316l ss,range 3,-335 to 1000 in water,f/ pressure transmitter emerson 03031-1045-0032",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:diff press,-1000 to 1000/10in wc sensor: differential pressure,-1000 to 1000/10in wc,rosemount,w/ hastelloy c276 diaphragm,w/ silicone fill gauge,pressure:sensor module,0 to 24mbar/0 to 2.4mbar,diaphragm type: isolating,range 3 emerson 03031-1045-0033",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:diff press,-300 to 300 psi/-1000 sensor: differential pressure,-300 to 300 psi/-1000 to 1000/10in wc,rosemount,w/ alloy 400 diaphragm,w/ silicone fill sensor,transmitter:differential,316l ss,-300 to 300psi emerson 03031-1045-0034",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:diff press,-300 to 300/3 psi,316l sensor: differential pressure,-300 to 300/3 psi,316l stainless steel,rosemount,w/ silicone fill,w/ 316l stainless steel diaphragm sensor,transmitter:silicone fill,316l ss,-300 to 300psi,w/ 316l ss diaphragm emerson 03031-1045-2042",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:diff press,-14.2 to 300/3 psi,all sensor: differential pressure,-14.2 to 300/3 psi,alloy c-276,rosemount,type reference: g,w/ silicone fill,w/ hastelloy diaphragm sensor:differential pressure,-14.2 to 300psi/3psi,alloy c-276,silicone fill,type g,range 4,w/ hastelloy diaphragm emerson 03031-1045-2043",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:-2000 to 2000/20 psi,rosemount,ra module:sensor,silicon filled,316 ss,range 5,-2000 to 2000/20psi,f/ pressure transmitter module:sensor,silicon filled,316 ss,range 5,-2000 to 2000/20psi,f/ pressure transmitter rosemount 0303110452052",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"kit:adaptor,turbine wash water,rosemount kit: adaptor,3,turbine wash water,cs bolt & teflon o-ring,ss,3051 process interface adapter,spare parts kit:adaptor,3,turbine wash water,cs bolt & teflon o-ring,ss,3051 process interface adapter,spare parts rosemount 03031-1300-0002",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
sensor:pres sensor: pressure sensor:pressure transmitter emerson 03031-2101-3053,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:w/ f250c stainless steel diaphrag sensor: w/ f250c stainless steel diaphragm module:sensor,w/ type f250c ss diaphragm emerson 03031-2121-3052",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:pres,0 to 1.5/150 psig,316 stainl sensor: pressure,0 to 1.5/150 psig,316 stainless steel,1/2in-14 fnpt,rosemount,w/ diaphragm,w/ silicone fill sensor:pressure,0 to 1.5/150psig,316l ss,1/2in-14 fnpt,silicone fill,w/ ss diaphragm emerson 03031-3101-3122",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:pres,0 to 1.5/150 psig,ss,1/2in-1 sensor: pressure,0 to 1.5/150 psig,stainless steel,1/2in-14 fnpt,rosemount sensor,transmitter:pressure,ss,0-150psig emerson 03031-3101-3123",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:0 to 8/800 psig,ss,1/2in-14 fnpt sensor: 0 to 8/800 psig,stainless steel,1/2in-14 fnpt,rosemount,w/ 316l stainless steel isolating diaphragm module:sensor,w/ ss diaphragm,ss housing,316l ss isolating diaphragm emerson 03031-3101-3132",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:pres,0 to 8/800 psig,316l stainle sensor: pressure,0 to 8/800 psig,316l stainless steel,1/2in-14 fnpt,rosemount,w/ hastelloy diaphragm sensor,transmitter:pressure,316l ss,0-150psig,w/ hastelloy diaphragm emerson 03031-3101-3133",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:0 to 40/4000 psig,ss,1/2in-14 fnp sensor: 0 to 40/4000 psig,stainless steel,1/2in-14 fnpt,rosemount,material: stainless steel,w/ 316l stainless steel diaphragm,w/ sil                                                  icone fill sensor,transmitter:silicone fill,ss,ss,0-40/4000psig,1/2-14in npt,316l ss isolating diaphragm emerson 03031-3101-3142",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"sensor:pres,0 to 40/4000 psig,ss,1/2in-1 sensor: pressure,0 to 40/4000 psig,stainless steel,1/2in-14 fnpt,rosemount sensor,transmitter:pressure,ss,0-4000psig emerson 03031-3101-3143",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,talib
"kit:b4 mounting bracket,rosemount kit: b4 mounting bracket bracket:mounting kit,type b4 rosemount 03044-2131-0001",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,talib
"thrmowl:flg,2in,300mm insertion lg,1/2in thermowell: flg,2in,300mm insertion lg,1/2in anpt,150lb,rf,tapered,flg,80mm lapping lg,w/ material certification,external pressure t                                                  esting,nace approval & full penetration weld std thermowell:flg,300mm insertion lg,2in,150lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pressure te                                                  sting,nace approval & full penetration weld std emerson 0096a0300f16t080dq8r01r05r07r0",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:flg,1-1/2in,300mm,1/2in npt,full thermowell: flanged,1-1/2in,300mm,1/2in npt,full penetration weld, w/ material certification, wake frequency, dye penetration test,e                                                  xternal pressure test, nace approval,80mm,class 150,rf,tapered thermowell:flg,300mm insertion lg,1-1/2in,class 150,rf,1/2in anpt,tapered,80mm lagging lg emerson 0096a0300f16t080dq8r01r05r07r03r21",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,300mm insertion thermowell: barstock,1-1/2in,300mm insertion lg,1/2in anpt,stainless steel,rosemount,class rating: class 300,flange face: raised fac                                                  e,shank style: tapered,lagging length: 80mm,grade: 316 thermowell:bar stock,300mm insertion lg,1-1/2in,class 300,rf,1/2in anpt,tapered,80mm lagging lg emerson 0096a0300f28t080dq8r01r05r07r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:flg,1-1/2in,300mm insertion lg,1 thermowell: flanged,1-1/2in,300mm insertion lg,1/2in npt,full penetration weld, w/ material certification, wake frequency, dye penet                                                  ration test, nace approval, external pressure test,80mm,class 300,rf,tapered thermowell:flg,300mm insertion lg,1-1/2in,class 300,rf,1/2in anpt,tapered,80mm lagging lg emerson 0096a0300f28t080dq8r01r05r07r03r21",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:bar stock,2in,300mm insertion lg thermowell: bar stock,2in,300mm insertion lg,1/2in anpt,class 300,rf,tapered,80mm lagging lg thermowell:bar stock,300mm insertion lg,2in,class 300,rf,1/2in anpt,tapered,80mm lagging lg emerson 0096a0300f34t080dq8r01r05r07r0",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:flg,1-1/2in,300mm,1/2in npt,dye thermowell: flanged,1-1/2in,300mm,1/2in npt,dye penetration test, external pressure test, full penetration weld, w/ material certifi                                                  cation, nace approval, wake frequency,80mm,class 300,rf,tapered thermowell:flg,300mm insertion lg,1-1/2in,class 300,rf,1/2in anpt,tapered,80mm lagging lg emerson 0096a0300f34t080dq8r01r05r07r03r21",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:flg,1-1/2in,300mm insertion lg,1 thermowell: flanged,1-1/2in,300mm insertion lg,1/2in npt,w/ material certification,80mm,class 600,rf,tapered thermowell:flg,300mm insertion lg,1-1/2in,class 600,rf,1/2in anpt,tapered,80mm lagging lg emerson 0096a0300f46t080dq8r",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,300mm insertion thermowell: barstock,1-1/2in,300mm insertion lg,1/2in anpt,stainless steel,rosemount,class rating: class 600,flange face: raised fac                                                  e,shank style: tapered,lagging length: 80mm,grade: 316,w/ material certification/ex t e r n a l  p r e s s u r e  t e s t i n g  a n d  f u l l  p e n e t r a t i o n  w e l d ,nace standard: nace mr0175 thermowell:flg,300mm insertion lg,1-1/2in,600lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pressur                                                  e testing,nace approval & full penetration weld std emerson 0096a0300f46t080dq8r01r05r07r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,300mm insertion thermowell: barstock,1-1/2in,300mm insertion lg,1/2in npt,stainless steel,rosemount,class rating: class 600,flange face: raised face                                                  ,grade: 316,lagging length: 80mm,shank style: tapered thermowell:flg,300mm insertion lg,1-1/2in,class 600,rf,1/2in anpt,tapered,80mm lagging lg,p/n 0096a0300f46t080dr01q8r05r07r03r21/eb2                                                  12fab170010k1n007 + r21 emerson 0096a0300f46t080dq8r01r03r05r07r21",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:barstock,2in,300mm insertion lg thermowell: barstock,2in,300mm insertion lg,1/2in anpt,stainless steel,rosemount,class rating: class 600,flange face: raised face,sh                                                  ank style: tapered,grade: 316,lagging length: 80mm thermowell:bar stock,300mm insertion lg,class 600,rf,1/2in anpt,tapered,80mm lagging lg emerson 0096a0300f52t080dq8r01r05r07r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,300mm insertion thermowell: barstock,1-1/2in,300mm insertion lg,1/2in anpt,stainless steel,rosemount,class rating: class 900/1500,flange face: raise                                                  d face,shank style: tapered,lagging length: 80mm,grade: 316,nace standard: nace mr0 1 7 5 , w /  m a t e r i a l  c e r t i f i c a t i o n / e x t e r n a l  p r e s s u r e  t esting and full penetration weld thermowell:flg,300mm insertion lg,1-1/2in,900/1500lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pr                                                  essure testing,nace approval & full penetration weld std emerson 0096a0300f64t080dq8r01r03r05r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:bar stock,1-1/2in,300mm insertio thermowell: bar stock,1-1/2in,300mm insertion lg,1/2in anpt,class 900/1500,rf,tapered,80mm lagging lg thermowell:bar stock,300mm insertion lg,1-1/2in,class 900/1500,rf,1/2in anpt,tapered,80mm lagging lg emerson 0096a0300f64t080dq8r01r05r07r0",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:barstock,2in,300mm insertion lg thermowell: barstock,2in,300mm insertion lg,1/2in anpt,stainless steel,rosemount,class rating: class 900/1500,flange face: raised fa                                                  ce,shank style: tapered,lagging length: 80mm,grade: 316 thermowell:bar stock,300mm insertion lg,2in,class 900/1500,rf,1/2in anpt,tapered,80mm lagging lg emerson 0096a0300f70t080dq8r01r05r07r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:flg,1-1/2in,300mm,1/2in npt,dye thermowell: flanged,1-1/2in,300mm,1/2in npt,dye penetration test, w/ material certification, full penetration weld, wake frequency,n                                                  ace approval, ring jont flange face, external pressure test,80mm,class 900/1500,rf, t a p e r e d thermowell:flg,300mm insertion lg,1-1/2in,class 900/1500,rf,1/2in anpt,tapered,80mm lagging lg emerson 0096a0300f70t080dq8r01r05r07r03r16r21",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,345mm insertion thermowell: barstock,1-1/2in,345mm insertion lg,1/2in npt,stainless steel,rosemount,class rating: class 150,flange face: raised face                                                  ,grade: 316,lagging length: 80mm,nace standard: nace mr0175,shank style: tapered,w/  m a t e r i a l  c e r t i f i c a t i o n / e x t e r n a l  p r e s s u r e  t e s t i n g  and full penetration weld thermowell:flg,345mm insertion lg,1-1/2in,150lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pressur                                                  e testing,nace approval & full penetration weld std emerson 0096a0345f10t080dq8r01r03r05r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:barstock,1-1/2in,360mm insertion thermowell: barstock,1-1/2in,360mm insertion lg,1/2in npt,stainless steel,rosemount,class rating: class 150,flange face: raised face                                                  ,lagging length: 80mm,nace standard: nace mr0175,shank style: tapered,w/ materialc e r t i f i c a t i o n / e x t e r n a l  p r e s s u r e  t e s t i n g  a n d  f u l l  p enetration weld thermowell:flg,360mm insertion lg,1-1/2in,150lb,rf,1/2in anpt,tapered,flg,80mm lapping lg,w/ material certification,external pressur                                                  e testing,nace approval & full penetration weld std emerson 0096a0360f10t080dq8r01r03r05r0",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,talib
"thrmowl:flg,1-1/2in,375mm insertion lg,1 thermowell: flanged,1-1/2in,375mm insertion lg,1/2in npt,80mm,class 600,rf,tapered thermowell:flg,375mm insertion lg,1-1/2in,class 600,rf,1/2in anpt,tapered,80mm lagging lg emerson 0096a0375f46t",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,480mm lg,atex,1/2in npt,80mm lg,rosemount,spr                                                  ing loaded adapter,terminal block din 43762 detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,ss element,480mm lg,no connection head,terminal block din                                                   43762,1/2in spring loaded adapter,80mm lg extension emerson 0065n32j0080n0480a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,490mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,490mm lg,ss tube,ss emerson 0065n32j0080n0490a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,505mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,505mm lg,ss tube,ss emerson 0065n32j0080n0505a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,520mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,520mm lg,ss tube,ss emerson 0065n32j0080n0520a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
